product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Nintendo Switch Lite - Turquoise,5.0,The only place that didn't gauge prices,"Reviewed in the United States on April 11, 2020",Color: Turquoise | Style: Lite Console,True,"It's used but works like brand new. They included the game and the charger, which was all I needed.Every other place right now is gauging prices like crazy. A Switch Lite should only cost $199, but everywhere that still has them is charging between $260-$320 at the moment.I got lucky enough to find this place selling a used SL for $169 and it was worth every penny.The game system is light and easy to handle while still feeling sturdy. The screen shows off a super clear picture and so many details that it blows my mind to realize we've come this far with hand-held systems.The controls respond very quickly, and I'm incredibly happy with my purchase.",One person found this helpful
Nintendo Switch Lite - Turquoise,4.0,Came in with the cardboard a little bent,"Reviewed in the United States on January 2, 2022",Color: Turquoise | Style: Lite Console,True,I think it was a fine Christmas gift but the packaging did seem to be a little damaged upon arrival.,
Nintendo Switch Lite - Turquoise,4.0,Great!,"Reviewed in the United States on March 9, 2022",Color: Turquoise | Style: Lite Console,True,Works great !! And showed earlier than expected!! Counsel only !!,
Nintendo Switch Lite - Turquoise,3.0,Do not buy the used one,"Reviewed in the United States on February 15, 2022",Color: Turquoise | Style: Lite Console,True,"Whatever you do, do NOT buy this used. I didn’t think anything of it until I noticed the right button not working at all. Didn’t think I’d ever need it until I bought Mario party superstars and they want you to push L+R to start. I can’t return it now, opened up the system to see and the button was completely smashed. Amazon did not totally check to see if this item still worked properly or not. Basically need to buy a whole new controller just to use the switch lite.",
Nintendo Switch Lite - Turquoise,5.0,Cute,"Reviewed in the United States 🇺🇸 on May 1, 2022",Color: Coral | Style: Lite Console,True,I  bought it for nephew. I gave it with animal crossing.She really really like it.,
Nintendo Switch Lite - Turquoise,3.0,Problems,"Reviewed in the United States 🇺🇸 on October 18, 2022",Color: Turquoise | Style: Lite Console,True,I’ve had problems from the start now it’s charging problems can’t use the same charger twice,
Nintendo Switch Lite - Turquoise,4.0,Needed a bit more cleaning but overall was in pretty good condition. :),"Reviewed in the United States 🇺🇸 on January 11, 2022",Color: Turquoise | Style: Lite Console,True,Arrived safely and before Christmas. Little bits of dirt from being used but was overall in good condition.,
Nintendo Switch Lite - Turquoise,5.0,Very fun,"Reviewed in the United States 🇺🇸 on July 4, 2022",Color: Turquoise | Style: Lite Console,True,Very light.,
Nintendo Switch Lite - Turquoise,5.0,Great Christmas Gift,"Reviewed in the United States 🇺🇸 on December 27, 2021",Color: Turquoise | Style: Lite Console,True,"My niece wanted this for Christmas and I was having such a hard time finding one that was in stock and would get here before Christmas. I was lucky to find this here, and it got here before Christmas and she absolutely loved it!",
Nintendo Switch Lite - Turquoise,5.0,Great Birthday gift for my 5 year old,"Reviewed in the United States 🇺🇸 on February 19, 2022",Color: Turquoise | Style: Lite Console,True,I got this for my son mainly because he broke my joycons and my battery is always dead.  There's not much to say about the switch that you dont already know.,
Nintendo Switch Lite - Turquoise,3.0,"Box was Damaged, Marks on Screen","Reviewed in the United States 🇺🇸 on October 8, 2019",Color: Turquoise | Style: Lite Console,True,"This is my first bad review on Amazon, and it has nothing to do with the device itself. The Switch Lite is an amazing handheld with an enormous library of games. I have been hanging on to my Day One Sony PSVita handheld as long as possible. Now that Sony has officially killed the Vita, I decided to give the Switch a try. I haven't been a fan of Nintendo since the Gameboy days so it's fitting. The console is fast, light, comfortable, and colorful. My complaint is with the box I received. When I buy items from Amazon, shipped by Amazon I expect a new product that looks nice. If this was a gift I would have had to return it. The outer shipping box was in perfect condition so this was boxed up at the warehouse looking like it was stepped on , and not from the delivery driver. The driver was actually really cool. The box was crushed, had holes poked through from being pushed on so hard, there was no seals on the box, the upper portion of the screen has little marks across it too which I will ad a picture later on in an edit. I was definitely not the first person to open the box. Luckily it worked. I will update my review after a few more hours of playing, but so far I am impressed.",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Love !!!,"Reviewed in the United States 🇺🇸 on May 30, 2022",Color: Coral | Style: Lite Console,True,Perfect condition love it so much highly recommend buying.,
Nintendo Switch Lite - Turquoise,3.0,"New, used or refurbished?? I don't know!!","Reviewed in the United States 🇺🇸 on April 22, 2022",Color: Blue | Style: Lite Console,True,"After unboxing, the switch didn't come with an AC charger. It's also been used and had 2 other users signed into the switch. I was under the impression I'd bought a new product but apparently this was refurbished. The consoles performance is fine, but I'm disappointed that this was a used product sold as a new one.",One person found this helpful
Nintendo Switch Lite - Turquoise,4.0,nice color,"Reviewed in the United States 🇺🇸 on November 11, 2020",Color: Turquoise | Style: Lite Console,True,I bought this Nintendo Switch Lite a few months ago but came back to write this review because I love it so much. It is a really nice portable game and I really enjoy how easy it is to travel with. I have now two controllers for it so I an play with my friends. It is really nice. Would give five stars but It should come with a case in my opinion. Pretty  durable but  would be nice for the price.,
Nintendo Switch Lite - Turquoise,5.0,Grandbaby likes it,"Reviewed in the United States 🇺🇸 on July 1, 2022",Color: Turquoise | Style: Lite Console,True,Birthday gift,
Nintendo Switch Lite - Turquoise,5.0,Quality Switch!,"Reviewed in the United States 🇺🇸 on March 15, 2022",Color: Blue | Style: Lite Console,True,Great price!None were available in Hawaii during Xmas. Amazon rose to the occasionProduct came early & in good packaging!No scratches & works prefectly!,
Nintendo Switch Lite - Turquoise,5.0,Nintendo makes good products,"Reviewed in the United States 🇺🇸 on April 25, 2020",Color: Turquoise | Style: Lite Console,True,"Nintendo always does a good job and the switch lite is no exception. It's untrue that you can't play games unless connected to the internet. I played Animal Crossing and several other games for weeks to months without being connected to the internet (digital downloads and hard copies). Whoever wrote that must be talking about specific content in a specific game that requires internet (many games have features that require internet, that's not new).System is very light weight, has a good battery life and sits very comfortably in your hands. Colors are bright and it charges very quickly. Totally worth getting, I've spent hours upon hours happily playing games on it.",5 people found this helpful
